SWITCH_1,SWITCH_2
15808,ED
17947,ED
12433,ED
10438,ED
5386,ED
6317,ED
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
FLASHOVER,26381
32840,FLASHOVER
38676,14327
PROBLEM,4135
26751,
13806,13699
38691,19064
16300,17812
11775,06129
18316,12221
41714,
9247,
9247,
32098,
37021,
220SAK43,
06705,12987
15136,15137
35826,
13860,
36131,
14236,
39624,ED
NO,NO
14043,ED
35840,ED
34591,
40916,ED
35492,
38612,ED
35775,
19644,19644
19645,19645
8552,ED
27038,ED
34128,ED
13393,ED
10256,ED
13393,ED
18456,ED
16649,ED
6794,ED
38450,ED
14627,15423
37743,ED
5928,ED
37158,ED
375,ED
26167,ED
38197,ED
39689,ED
43574,
29039,ED
38048,ED
15302,ED
42499,42499
NO,26770
1443,ED
28123,ED
MADE,37473
13875,ED
37038,
39499,
35762,
15539,ED
6825,ED
6829,ED
16691,ED
733,ED
34542,
39242,
34591,
40618,ED
7809,
40727,
36941,ED
28990,
31262,ED
31271,ED
6426,
42129,ED
42991,ED
ING,18090
41851,
39762,ED
36751,
39624,
39242,
35231,
36184,
25067,
5738,
37976,ED
34733,
06,
,
ED,
38716,
37168,
34571,
41658,
34036,
36626,
37920,
15961,29877
39991,
39081,
41207,
37038,
36184,
36184,
40162,
38466,
42766,
42726,
28249,
11772,
38048,
13800,
16071,
42841,
18066,18066
18066,18066
38782,38782
35532,
38622,
34036,
29697,
35492,
NUMBER,35840
32357,
15286,
OPEN,15425
37356,
37038,
FOUND,4166
25311,
POSITION,12188
17876,
37038,
16262,
36274,
,
36036,
42177,
41496,
37303,
38064,
38064,
38626,
33310,
37386,
6465,6465
9056,
42791,
38420,38420
37920,
ISSUE,42569
39585,
9247,
40179,40179
13800,32561
AUTOMATICALLY,37058
27082,
41714,
14778,
38717,
CONFIGURATION,7146
38420,
15013,
26497,26497
41296,
40477,
,
18066,18066
19653,19653
220SAK33,
14328,
40162,
40162,
15721,
37999,
18945,
36442,
42314,
42417,42417
35082,
38550,
29042,
,
7558,
16262,
26826,
42170,
NO,25407
32560,
38420,
6806,
40728,
39970,
25480,
39609,
34670,
35879,
26969,
16779,
32248,ED
3706,
26205,
26107,
41387,1308
NUMBER,26205
26387,
28673,
31983,NO
28694,
28673,
3713,
3713,
,
,
TRIPPED,
,
,
,
,
,
,
11763,4517
,
,
15453,15451
,
,
,
26387,
30774,13341
35159,35160
,
17815,
,
16777,
,
,
11763,
26716,
29278,
,
11763,
26206,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
ED,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
9163,38822
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
43165,
19903,
42484,
42484,
25312,
13819,13819
43115,
18298,
41829,
37064,
42288,
19587,
14729,
16430,
6564,
34954,
6255,
35826,
38595,
19046,
39175,
40054,
2445,
35517,
19357,GEAR
19357,
18882,
38891,
19357,
42177,
19357,GEAR
17343,
T22VIK0510,
35802,
41898,
35366,
26718,26720
220CHE32,
14327,
28490,
3704,
40023,
36700,
28227,
39142,
14327,
42844,
27067,
34128,
41193,ED
41077,
35231,ED
15796,
35424,
37180,
31693,ED
25418,ED
35403,ED
196,ED
196,
220AAR92,
T22SAKOG19,01159
T22VIK,22001
T33KURH05OG19,33081
02653,07482
13366,31211
02965,39397
06440,02358
28034,07725
00956,41226
05564,12415
02309,37214
09366,28164
14628,15767
12268,19517
T22DHAH05,33149
33111,33053
00559,04688
18006,26679
14004,12561
14004,12561
16438,25462
09797,02279
12358,10905
12358,10905
17218,11037
11794,10685
06907,00281
14707,18153
14707,18153
17725,25448
36479,16376
13495,31665
07489,16609
11735,41411
09356,07040
09356,07040
13295,05481
13295,05481
09362,19110
09362,19110
09362,19110
40804,19007
13047,13048
16795,06764
18676,10377
36216,14874
11300,10677
16764,17320
14725,04978
12287,09574
12287,09574
12287,09574
34126,05672
12916,17842
09931,09926
13717,16757
17452,10400
07693,00285
001013,05952
01013,05952
16946,09151
09418,09493
11083,07286
07879,09274
18351,11380
18351,11380
02562,13908
11502,14094
25083,28668
04124,12394
25346,16291
25346,16291
18211,26193
12794,19351
04800,15023
04800,15023
16241,16162
14651,17737
13110,12693
18138,06792
18138,06792
12158,17982
11005,10660
18327,30939
09982,41894
18922,18843
17751,11230
09239,10008
13860,01437
13860,01437
13860,01437
37203,18740
39440,16075
01453,16075
15564,06148
26269,15293
07765,07598
05405,06507
10859,05348
00648,30910
13929,12316
00076,06861
15756,17302
13872,29217
26657,19881
11539,31630
16650,14365
18607,30091
32533,02357
32533,02357
26348,15168
29849,16538
31146,17329
07688,11095
11832,15941
06719,19190
30225,06724
06917,31319
14701,34494
15955,30018
30576,25881
19605,19780
18233,28780
14448,31209
15722,32543
29147,15799
32342,17560
17537,14680
25667,05514
29132,16244
13626,10733
10734,14568
12247,17034
26570,11179
32917,07742
11386,15895
11386,15895
32107,11700
09772,35815
12432,12433
18488,29378
18488,29378
04694,32521
06692,07414
19971,09622
38059,30007
25378,02879
29063,42081
28078,30574
04606,09407
13024,15617
31036,07335
31176,09406
18340,35909
05088,16144
34691,12999
14403,32316
35970,30831
35530,06958
28489,35962
36214,10343
04809,16328
26423,04952
25232,12314
25232,12314
15029,38061
16019,17554
39503,19653
37036,29841
35516,13469
06359,18952
06359,18952
05107,15739
34377,26682
26680,05737
26269,15293
25742,34227
25742,34227
16311,09620
16311,09620
14004,12561
15640,06729
37671,36337
36924,11685
36924,11685
36924,11685
38644,18906
12952,19170
31176,09406
18603,26660
36496,40059
40199,30719
28637,16846
06944,05040
06944,05040
07746,15627
04914,36923
17024,38475
17483,16057
13226,39501
39309,00304
00082,37350
16105,16648
35558,07375
04252,19925
10387,38146
10387,38146
25301,14113
25301,14113
00274,14711
14243,15836
25601,15127
07902,17109
31643,38851
14392,11690
12997,34590
39772,14340
39772,14340
00278,37421
40676,19609
07051,37615
38910,17877
13679,34185
38976,13323
32548,12127
35550,30370
35088,11329
12618,06471
34597,41802
14287,38128
12004,06338
16284,39655
19172,34021
04914,36923
11613,17664
35599,07163
05680,38756
35550,30370
16322,39193
16322,39193
02919,00848
29563,14369
04895,31546
07881,39337
11913,06142
34846,37324
37326,18738
37326,18738
28653,38619
29563,42519
29563,14369
11913,06142
11539,31630
13529,13139
13366,31211
18893,26662
13366,31211
07142,12416
02839,35689
13320,29865
29917,29844
10499,40965
40965,10499
36350,13192
36350,13192
40468,26498
06463,36176
05939,04703
35181,00374
02587,05181
30213,11736
04889,10475
12089,13955
01324,16863
04449,10978
34884,15536
02481,07812
15536,34884
04683,13770
05170,05539
28492,09299
29783,37301
30922,05087
30957,13956
32579,38800
32454,38495
32454,38495
36138,09202
18395,37128
11527,13895
28153,19718
27049,02698
02108,02847
02108,02847
38794,04826
11408,02190
31723,19317
39924,19365
34673,07350
05023,19129
25266,12895
16239,02830
31723,19317
02751,19238
17316,18288
09313,37921
09313,37921
29366,07104
30789,26140
09768,11883
36907,07474
25278,06713
06978,16201
25373,36990
13311,40447
02694,31079
06404,29762
18807,37321
36273,05343
35936,06449
29996,02781
28809,35772
28809,35772
26183,09296
28342,19756
35013,02058
30336,10110
30708,11602
30472,35384
07593,38646
19824,07610
19824,07610
02969,07592
02969,07592
26215,02169
26215,02169
30464,16988
30464,16988
30464,16988
10862,04285
07981,40137
35899,06384
09153,04843
02590,02700
07246,14870
07246,14870
04745,27073
32581,40084
14800,38273
11271,06201
11271,06201
18750,14509
28132,16749
12938,18125
09075,11413
07034,10437
36814,16523
02940,37705
15493,02941
19773,09291
15489,28244
13297,09031
15075,10649
10149,19020
11868,25577
11869,13249
35157,13249
31370,19948
00610,26246
16094,16995
06353,38538
28008,00856
00472,17173
14196,01063
30082,16831
15390,14383
28857,05661
28857,05661
17802,07811
13990,09741
11573,14539
11947,31998
06499,16352
11566,18611
05306,12016
06593,13458
07346,07349
15336,40815
09094,14070
16080,16167
06774,07109
16744,09230
11129,25822
11129,25822
11129,25822
06412,01065
14474,14258
06374,12473
06374,12473
30951,HOUSE
30951,HOUSE
32256,05530
14232,15759
18841,04927
11588,07947
14328,31228
14328,31228
14328,31228
14328,31228
26658,14317
31970,09585
31962,00373
12190,04225
35865,39948
35004,38090
10207,41773
18750,14509
18507,37111
17596,12373
41933,36577
09765,06024
13705,36122
18896,02890
31886,13095
28832,15506
26190,37198
05811,37475
09481,38978
12372,12151
40779,02951
12219,06237
12221,18316
25804,29619
25804,29619
06947,26631
32086,02508
38342,32539
37095,14739
37518,29096
02508,32086
32754,13648
32097,29961
32944,29124
13534,37191
29323,04373
29331,00493
29331,00493
29331,00493
30188,25433
26555,29004
38537,05999
36996,16401
36996,16401
26664,11667
38922,28137
34936,34122
37402,31338
32984,12306
HOUSE,00485
HOUSE,00490
16950,41106
14942,34748
31327,29734
35515,06651
34764,12168
09521,30774
09404,35172
35567,05623
26380,10860
06797,14807
29044,19797
30126,35080
28008,00856
39199,35050
31541,10856
28684,31316
32667,11506
30745,32853
30898,04848
04814,04644
38047,32300
25215,40665
19945,37255
10280,15003
10280,15003
10280,15003
10280,15003
26032,13341
26032,13341
12152,10955
29556,26114
28175,32892
28175,32892
06076,19389
31049,29489
38732,30190
13529,13139
26979,30622
09441,34130
40189,32154
05306,12016
28323,19976
01002,32715
02976,06478
31562,30252
15423,26158
19206,15737
09758,19281
26901,17394
26901,17394
39915,25092
32930,37376
30670,31047
18425,37272
29241,38392
10126,31648
03128,14992
03128,14992
03131,36277
03135,26074
03138,07755
30482,11642
30482,11642
30482,11642
30482,11642
34782,04787
10362,37582
34932,31337
31841,39257
05218,14382
36812,01048
34558,35143
04373,29323
41600,02690
26418,10871
26418,10871
04218,34039
37443,09561
35605,30287
30881,37928
16587,37456
40876,16631
14053,19783
06572,36035
15361,32209
13979,06097
13979,06097
36158,32850
13928,18342
05823,09657
05823,09657
05823,09657
32863,11410
19578,41335
19582,07475
19582,07475
19582,07475
11771,10410
15507,15669
15507,15669
15509,10319
04363,35974
35374,19137
07821,10912
18444,11086
18096,19987
30477,10108
18829,18979
18829,18979
18829,18979
14331,00561
T22CHE02,01151
T22CHE03,01192
T22SAK19,01159
T22VIK05,33054
T22VIK05,33054
T22VIK05,33054
T22VIK07,01103
26348,15168
31553,39603
12529,16098
37405,25828
37405,25828
30873,25313
30873,42127
40659,34267
05956,09563
28968,07873
09566,32174
09566,32174
37990,37995
07297,31097
41266,11143
41268,12650
41268,12650
34491,13985
25390,36449
25390,36449
38671,38486
06440,05181
17139,36345
16729,38270
35230,34214
12230,11212
25323,18165
25325,13787
34517,05089
26572,12549
10506,12289
28955,09327
31000,16156
31005,29713
31009,32389
31009,32389
31010,32068
32086,02508
31902,10128
02428,42029
18615,02519
04592,07748
12936,11067
34458,13032
25793,32232
11796,06433
13750,16491
14548,02635
14548,02635
16232,39733
36292,13719
38703,37953
10464,12797
03710,42023
41722,31963
35158,30145
01502,02086
13003,30557
10622,31718
30019,11992
34305,26995
37077,36080
07757,42190
27091,26095
34424,17979
42154,34526
29604,41782
31385,34526
19210,13830
39030,17297
39320,36088
10547,14546
36449,25390
00795,11954
00795,11954
09175,09130
12317,10487
02960,30584
02074,30198
10599,10567
34101,06411
38948,02921
27037,28133
27037,28133
09617,38865
09617,38865
09683,25028
14861,17987
14861,17987
25721,40155
12577,30592
29589,00259
31447,16008
35439,32626
38080,29868
28197,31503
28197,31503
28105,26942
25960,36274
26401,28741
11279,40439
17805,07697
17821,35510
31736,34334
31515,02444
03614,31910
32202,29922
30135,31393
30135,31393
11618,40837
14606,18331
41485,41788
17770,02739
16419,16441
40374,30374
31467,06131
38730,41827
38730,41827
38723,29342
38730,41827
40045,37896
18641,38665
18641,38665
32287,17761
11840,06969
26915,26564
31099,26667
40704,40955
19784,32285
04457,02592
39911,42011
35125,07687
32569,09568
27081,13072
19293,36894
40010,39583
36389,09045
40901,14025
14417,32198
17553,35959
11903,13287
11903,13287
17736,30988
41415,40333
19636,30971
31089,34644
31089,34644
29106,32717
29106,32717
38209,13981
42091,42150
42091,34526
17565,19117
37906,39888
03106,28941
03117,14659
38386,17283
30465,37846
39662,09170
17501,15243
10004,11543
32636,19640
25889,18256
26770,18765
26770,18765
26770,18765
26772,40332
34386,36054
39077,07428
25023,31303
25023,31303
31944,17873
11620,04041
04921,39289
13980,11231
28553,09009
28553,26570
38747,39239
38754,37949
38754,37949
38754,37949
36693,36908
36693,36908
36693,36908
34546,39352
34345,05883
13081,39652
35437,40694
12509,32786
19823,34443
30888,42373
30888,04837
35693,10644
14913,13406
17985,41621
17985,41621
28703,35790
36056,39954
25573,11988
32903,02865
11425,40210
11433,14719
11434,11349
11434,11349
11434,42376
06431,12917
36110,32601
38600,02412
40568,26339
T22CHE03,01192
T22DHAH05,33149
T22SAKOG03,001133
T22VIK05,33054
T22VIK05,33054
T22VIK05,33054
T33KUROG02,33155
14725,04978
12932,36491
07507,39951
16019,17554
17483,16057
37997,12430
38929,19016
07089,37672
17684,35431
31371,17642
00409,30496
05966,39110
34846,37324
09348,11783
12418,35644
02969,07592
40791,16958
00288,34572
35479,34264
28623,06256
38800,32579
38495,32454
41481,09690
16802,37309
30922,05087
06470,15070
05574,11709
36265,02891
28393,05109
26780,32993
35004,38090
17596,12373
41933,36577
31886,13095
28833,28053
35214,32131
30770,19623
01321,12444
35818,28121
18919,01311
18921,35226
13265,07859
32705,19420
35007,38349
40167,09663
17746,36787
11872,13644
12968,16873
19947,31420
00610,26246
34348,39670
09404,35172
04317,37279
35647,17385
39032,16320
09928,25824
11047,30168
35370,35190
35374,19137
11489,37711
39257,31841
39257,31841
36764,32495
00104,06824
10618,10723
26032,13341
38732,30190
18637,06202
18645,40249
18645,40249
18645,40249
26111,10698
42242,18377
07586,25375
31562,30252
32124,09132
12183,41888
10398,10353
10035,36140
18425,37272
29241,38392
36061,06988
30708,11602
30482,11642
14576,35016
26853,36810
38816,38285
05218,14382
31884,11116
11129,25822
26905,01011
37897,27040
31123,34564
13979,06097
05823,09657
09596,07893
37728,14164
05427,38040
37526,17231
29576,11063
29576,11063
32857,28033
12185,31116
16507,35980
16507,35980
01329,26262
01329,26262
31782,19549
26555,29004
40934,06518
32385,40797
14752,25087
32984,12306
13480,39690
29044,19797
29044,19797
29044,19797
26001,14538
35372,41831
39257,31841
41887,25120
13202,29008
11908,34826
07992,28556
18573,10054
36235,40983
30483,36047
38941,41274
26107,19895
04123,09013
28341,37164
25358,02306
15507,15669
15507,15669
18444,11086
30464,16988
14312,16264
18444,11086
29556,26114
16150,17773
30962,06293
31994,35315
T22DHAH02,33148
T22SAK13,33244
T22SAK29,01159
T22SAKOG09,33063
T22DHAH02,33148
T33VEROG03H04,33038
T33VEROG08H10,33039
39518,17815
01301,28819
18833,07659
18833,07659
25791,13508
25791,13508
30962,06293
35640,41952
15699,19211
36317,37962
02685,18449
31234,41806
11527,13895
31994,35315
39581,02588
39581,02588
11422,36770
33214,01171
T22BOROG25,33197
T22BOROG25,33197
T22BOROG26,33323
T22CHE01,33210
T22CHE07,33053
T22SAK18,33243
T22SAK29,01159
T22SAK29,01159
T22SAKOG03,01133
T22SAKOG03,01133
T22SAKOG03,01133
T22SAKOG10,01289
T22DHAH05,33149
33012,33054
T33DHAOG5H08,33248
18444,11086
09273,34617
09273,34617
220SAK43,33269
13521,40803
40292,38588
40292,38588
41431,40260
29284,39848
29284,39848
29284,39848
T22BOROG4,33303
T22BOROG4,33303
T22CHE05,33209
T22CHE05,33209
T22DHAOG07H09,33154
T22MALOG7H18,01193
T33MAN05,33237
T22SAK29,33137
T22SHROG11H31,33348
220AAR103,33302
220AAR108,33246
220AAR109,33150
220AAR38,33205
220AAR44,33199
220AAR45,33301
220AAR48,33112
220AAR59,33131
220AAR59,33131
220AAR59,33131
220AAR59,33131
220AAR67,33184
220AAR77,33138
220AAR77,33138
220AAR85,33190
220AAR85,33190
220AAR88,33139
220AAR90,33163
220AAR90,33163
220BOR27,33288
220CHE11,33250
220CHE11,33250
220CHE16,33109
220CHE16,33109
220CHE28,33070
220CHE28,33070
220CHE32,33238
220CHE32,33238
220CHE32,33238
220CHE40,33252
220CHE40,33252
220GHO28,33088
220GHO42,33093
220GHO46,33043
220GHO47,33176
220GHO56,33087
220GHO56,33087
220GHO66,33230
220GHO66,33230
220GHO71,33101
220GOI06,33170
220GOI06,33170
220GOI08,33102
220GOR17,33015
220GOR17,33015
220SAK05,33259
220SAK01,33167
220SAK05,33259
220SAK05,33259
220SAK11,33126
220SAK13,33208
220SAK13,33208
220SAK13,33208
220SAK13,33208
220SAK13,33208
220SAK13,33208
220SAK28,33006
220SAK28,33006
220SAK32,33056
220SAK35,33156
220SAK35,33156
220SAK41,33127
220SAK43,33269
220VER101,33020
220VER101,33020
220VER38,33032
220VER49,33105
220VER49,33105
220VER57,33084
220VER59,33329
220VER59,33329
220VER64,33002
220VER68,33106
220VER76,33030
220VER76,33030
220VER81,33124
220VER90,33179
220VER98,33075
33160,33049
33258,33218
T33DHAH06,33130
T33DHAH06,33130
T33DHAH08,33119
T33DHAH18,33026
T33DHAH22,33118
T33DHAOG11H20,33128
T33DHAOG7H05,33129
T33DHAOG7H09,33273
T33DHAOG7H09,33273
T33DHAOG9H24,33236
T33KUROG05H19,33081
T33KUROG05,33081
T33VEROG16H23,33031
T33VEROG17H24,33286
T33VEROG7H08,33041
18834,19505
01103,22001
T22VIK07,01103
35374,19137
220GOI25,33300
33224,220SAK26
T33SAKOG4H04,33228
T33SAKOG4H04,33228
13697,19017
18934,04727
17483,16057
16295,18036
14712,37779
14712,37779
16977,40678
16977,40678
16977,40678
25953,36952
10641,38425
14048,05483
05483,14048
01774,14361
10274,11465
32069,04960
,
13860,
6199,
38783,
36520,
28261,
19803,
17787,
36184,
15366,
41826,
38624,
29144,
7723,DID
5415,
10853,
41049,
37666,
6921,
31045,
14943,
11610,ED
GEAR,13127
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
6464,ED
40952,ED
6464,ED
40952,ED
40952,ED
40952,ED
40952,ED
6464,ED
40952,ED
40952,ED
6464,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
40952,ED
6464,ED
6464,ED
40952,ED
40952,ED
40952,ED
40952,ED
6464,ED
40952,ED
40952,ED
6464,ED
40952,ED
6464,ED
40952,ED
40952,ED
40952,ED
6464,ED
GEAR,2371
GEAR,39006
GEAR,17569
GEAR,10597
GEAR,16367
GEAR,39006
GEAR,2307
GEAR,12864
GEAR,30774
GEAR,19325
GEAR,10624
GEAR,9363
GEAR,28674
GEAR,37244
GEAR,28198
GEAR,38081
GEAR,GEAR
GEAR,GEAR
GEAR,GEAR
GEAR,34834
GEAR,26667
GEAR,GEAR
GEAR,GEAR
GEAR,GEAR
GEAR,19334
GEAR,38922
GEAR,29264
GEAR,32955
GEAR,2867
19553,ED
19427,ED
34653,
28860,
18992,
GEAR,19255
40798,
31143,
28083,
7431,
40798,
35746,
10356,
40261,
39221,
12350,ED
10039,ED
40059,ED
29250,ED
31944,31946
38371,ED
4040,ED
34989,ED
15484,ED
5510,ED
34394,ED
32040,ED
35846,ED
6728,ED
6728,
3629,ED
6728,ED
41023,
35061,ED
36192,ED
42191,OFF
29873,ED
30110,ED
11153,
40438,
13860,
32707,
1828,
264,
35139,
13670,ED
42054,
29039,
36360,
38942,
37609,37609
1053,
11096,
14780,00813
06678,14031
09931,09926
07694,31488
05192,05214
16756,12162
11310,12356
26230,11111
11966,06284
37371,16387
26348,15168
15021,30055
10734,14568
13024,15617
28723,15317
27001,38637
05704,38062
34846,37324
15640,06729
36924,11685
11560,37505
09406,31176
12916,17842
40036,18786
18912,28082
40393,17920
12175,16604
11913,06142
05033,11733
17017,36152
06463,36176
12088,05911
30472,35384
35899,06384
09153,04843
10651,14897
16744,09230
11193,28800
40167,09663
39560,15496
26380,10860
25143,37818
14602,38149
38906,38279
35586,10899
19558,41259
25321,28235
25323,18165
26572,12549
19378,25697
26077,28405
13022,10448
26646,19956
13750,16491
41222,26639
30946,17059
17005,29848
36699,19589
01502,02086
13661,07478
26127,36789
14629,13386
02265,06438
37480,00664
17820,36870
38730,41827
28654,17745
32472,04649
13040,17854
03132,29243
25841,30941
14913,13406
40549,36446
12140,13654
18645,40249
36784,39164
38525,14138
07455,38135
04974,14007
25268,42050
41555,14313
220GHO40,33305
220SAK13,33208
220VER31,33104
T33DHAOG11H20,33128
T33DHAOG7H05,33129
02524,10013
40789,
4251,
UNIT,18058
17175,
MADE,25646
GEAR,13268
14452,
32970,
GEAR,11059
35933,
28168,
5508,
34435,
31365,
38533,
2943,
40789,
19749,
37410,
17175,
17175,
15497,
28168,
2964,
40856,
7948,
40789,
505,
40789,
16309,
7948,
10825,
10825,
6516,
31386,
34568,
14450,
35732,
12334,
11852,
38533,
26864,
31386,
6728,ED
5508,
302,
7948,
17175,
39649,
10825,
17175,
17175,
28863,
5508,
39649,
39649,
39496,
12334,
14726,
4735,
17175,
17175,
10825,10825
14961,
4316,
4251,
39496,
39035,
40789,
17578,
31092,
GEAR,35566
GEAR,6540
,
14049,
38427,
38636,
42164,
APPEARED,6413
40093,
40709,
4840,
4321,
29913,
4015,
4015,
11510,
32653,
38670,
7878,
36401,
38670,
41067,
11510,
11683,
11510,
36953,
6806,
28388,
28388,
35746,
29861,
15040,
36960,
41829,
36584,
28873,
37357,
11510,
40593,
40093,
40171,
13468,
41207,
41207,
NO,6412
39385,
18787,
TRIPPED,AT
41207,
824,
42164,
10356,
41804,
OPERATION,15475
4015,
40593,
40593,
19760,
39649,
26864,
25590,
T22SAKOG04,
GOT,40798
11912,
38533,30375
35030,
32155,
18645,
18617,
33074,
28966,
1532,
30033,
DID,26457
5023,
39604,
39604,
14324,
4436,
4427,
11912,
30395,
11101,19087
26457,
6692,40026
41750,
40265,
13830,3710
1331,
14327,
40097,
3713,
18641,
4735,29986
14327,
14327,
3713,
30386,
40097,
40097,
37691,
11912,
26418,
39638,
26458,
30375,
30473,
11434,
12215,
34674,
3713,
41897,
18448,
40721,
26033,
NO,26458
30901,
28486,
25590,
30472,
19090,
14415,
6531,
5527,
220AAR78,
36709,
7152,
37023,
,
30951,
T22VIK07,
25325,
25325,
31053,
29562,18445
35515,6651
35515,6651
39944,
34580,26984
40941,
1525,
32944,15452
38373,29333
27001,31091
31496,11310
41711,
14327,
14327,
14327,
14327,
14327,
T33BORF7,
3608,
32864,
37023,
26767,
25045,17812
29202,
10376,40875
19742,18614
5415,25358
26443,
16946,16948
39140,
T22VIK07,
T22VIK07,
T22VIK07,
T22VIK05,
T22VIK05,
T22VIK05,
T22VIK05,
T22VIK05,
T22CHE07,
T22VIK05,
16781,16777
14451,4991
12938,12939
10862,28967
7981,19583
7981,19583
38373,29333
28163,15509
6622,18838
26979,
34446,31869
41851,
13320,28276
11915,
28177,3731
15313,38995
25325,
5306,19581
6591,26380
15777,26385
00561,3121
32295,38730
16311,35415
27072,11433
18097,
14327,
14327,
14327,
14327,
14327,
4437,
10825,39141
26864,18641
30465,
19553,
39022,
19823,
40789,19823
40789,19823
19823,
26766,
16784,
12331,19822
17805,
302,28966
3138,
220AAR103,
220AAR103,
T22SAK29,
T22CHE07,
NO,1535
34663,
9092,
26388,
35367,
26772,
40941,
25886,
36260,10030
32857,
32865,
19558,
1532,
3126,
29563,
39647,
40719,
29783,39604
30379,
6530,
35250,41714
29209,
34308,
34306,
26385,
3103,
26417,
38226,
40518,
36235,
4991,
4991,
11423,
29331,
32863,32863
07034,30383
1312,18211
14004,19776
37711,28490
34548,
25019,
16031,
3727,
3116,
7505,39607
18825,
39902,38753
30679,
GEAR,19581
34142,
30951,
26772,
39602,
25271,
4437,
3104,
4437,
31447,
25590,
35800,
25590,
14327,
3710,
25590,
10220,
18093,
14327,
26760,
39006,
26033,
25590,
14327,
14327,
14327,
25590,
14327,
14327,
30396,
1312,
25325,
9089,
18097,
9089,
39013,
26766,
31869,
30382,
30476,
37666,40150
26772,
26456,
1525,
26772,
07695,14449
38586,13211
19500,19500
11561,05851
19879,19879
4769,NO
19918,13300
12727,41123
9826,18151
36453,12140
12784,12784
25774,25774
469,09297
41526,41526
15151,15151
32037,32037
32037,32037
6650,39023
750,19436
12333,12333
6014,06014
11839,11839
16949,16949
15611,15611
32544,12227
10540,00538
26867,32607
6151,06151
305,32856
25579,25579
29825,40514
35283,DID
19827,19827
14476,DT
1171,T22VIK02
25045,25045
13699,13806
6295,03736
GEAR,GEAR
GEAR,10376
GEAR,19130
40938,
27084,
3717,
27084,
35043,
1159,
33204,220AAR38
33069,18827
14326,
33208,35595
35795,33105
33132,30678
41713,
17026,
39619,39621
38158,38159
33003,7150
,
01175,
32866,
19089,
33112,17813
40862,220VER92
,
,
33112,
33210,3613
,
,
12226,
,
14628,00751
33206,36351
NO,NO
,
T22CHE05,
T22CHE07,
T22CHE02,
T22CHE01,
T22CHE08,
T22CHE03,
T22CHE07,
T33DHAH08,
T33DHAH22,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
36758,36756
,
,
,
,
,
T33MAN05,
,
T33DHAH06,
T33DHAOG11H20,
,
T33BKCOG14H22,
,
T33DHAOG7H09,
T33DHAOG5H08,
33327,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
33065,
,
33325,
33067,
,
,
33066,
,
,
,
,
,
,
,
,
,
,
,
30473,
,
220AAR52,
220GOR28,
220GOR28,
220GOR28,
220GOR24,
220VER49,
,
,
220VER43,
220VER90,
220VER68,
220VER63,
220VER71,
,
,
,
,
,
,
26272,220VER42
220VER41,
,
,
,
,
,
,
,
,
220GOI19,
220GOI14,
220GOI21,
220GOI18,
220GOI25,
220GOI26,
220GOI22,
,
,
,
,
,
33040,
,
,
220VER42,
,
,
,
,
,
,
T33SAKOG4H04,
220AAR52,
220VER45,
,
220VER64,
32856,
11914,
1532,
40514,
1528,
32856,
25325,
10566,
10017,10019
13468,
31252,
37088,
41768,
10375,10371
27078,37211
220VER82,ED
220VER43,ED
38743,ED
26768,ED
25888,ED
32560,ED
220CHE32,
220CHE28,
220CHE02,
220CHE11,
T33MAN05,
220CHE40,
28965,ED
T22CHE08,
T33DHAH22,
T33DHAOG7H05,
T22DHAOG18H26,
T22DHAOG07H09,
T33DHAOG11H20,
DID,26767
10825,12001
26418,
7039,
14726,26971
31447,
26322,
17805,
26106,
35593,
35800,
14324,
39602,
28198,
30680,
40148,
25890,
T22SAK29,
32857,
14324,
GEAR,19500
19823,
11434,
25275,
36700,
14324,
36700,
31447,
39141,
39141,
10125,11183
29144,34522
26456,
40015,
36953,
36953,
35321,
11612,
38447,
30043,
10500,
4113,
7532,
5058,
7348,
39385,
41403,
40698,
40698,
31326,
38615,ED
6860,ED
35690,ED
6719,ED
19296,ED
13229,ED
28923,ED
31894,ED
9115,ED
10059,ED
10411,ED
38329,ED
38326,ED
31202,ED
11584,ED
7678,ED
13385,ED
39953,ED
2426,
539,ED
