SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS,DESTINATION_SS,NO_OF_SEGMENT,SWNO,COMMISSIONEDDATE,VOLTAGE,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12
T22SAK12,33126,285.900,JT.NO.01 -> SWNO_T22SAK12 → JT.NO.01,PILC,3.0,Y,AL,HT22KV6908545505,AL,6000.0,6062,ABANDONED,TATA'S SAKI REC-STN,VIHAR RD. REC-STN,2,33126,,33KV,27.163,25.460,21.488,48.619,21.691,22.707,12.663,8.686,16.169,14.902,14.349,11.912,1.000,0.000,1.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
T22SAK13,33064,986.785,JT.NO.1 → JT.NO.1C -> JT.NO.1A → JT.NO.1B -> JT.NO.1B → JT.NO.2 -> JT.NO.1C → JT.NO.1D -> JT.NO.1D → JT.NO.1A -> JT.NO.2 → JT.NO.3 -> JT.NO.3 → JT.NO.4 -> JT.NO.4 → JT.NO.4A -> JT.NO.4A → JT.NO.4B -> JT.NO.4B → JT.NO.5 -> JT.NO.5 → JT.NO.5A -> JT.NO.5A → JT.NO.5B -> JT.NO.5B → JT.NO.6 -> JT.NO.6 → JT.NO.6A -> JT.NO.6A → JT.NO.7 -> SWNO_T22SA13 → JT.NO.1,XLPE,3.0,Y,AL,HT33KV6908561QLM,AL,6000.0,6062,POTHEAD,TATA'S SAKI REC-STN,CHAKALA REC-STN,16,33064,2011-03-09,22KV,63.217,61.932,69.319,113.113,71.478,78.314,10.269,35.092,67.711,56.718,56.664,48.351,5.000,6.000,5.000,4.000,3.000,5.000,2.000,2.000,4.000,5.000,4.000,5.000
T22SAK13,33244,3925.930,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.01B -> JT.NO.01B → JT.NO.1C -> JT.NO.01C → JT.NO.02 -> JT.NO.02 → JT.NO.03D -> JT.NO.03 → JT.NO.03B -> JT.NO.03A → JT.NO.04 -> JT.NO.03B → JT.NO.03A -> JT.NO.03C → JT.NO.03 -> JT.NO.03D → JT.NO.03C -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.06B -> JT.NO.06B → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.08A -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.08C -> JT.NO.08C → JT.NO.09A -> JT.NO.09 → JT.NO.010 -> JT.NO.09A → JT.NO.09 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.10B -> JT.NO.10B → JT.NO.11 -> JT.NO.11 → JT.NO.11A -> JT.NO.11A → JT.NO.12 -> JT.NO.12A → JT.NO.12B -> JT.NO.12B → JT.NO.13 -> JT.NO.12T → JT.NO.12A -> JT.NO.13 → JT.NO.14B -> JT.NO.14 → JT.NO.15A -> JT.NO.14A → JT.NO.14 -> JT.NO.14B → JT.NO.14A -> JT.NO.15 → JT.NO.16D -> JT.NO.15A → JT.NO.15 -> JT.NO.16D → JT.NO.16E -> JT.NO.16E → SWNO_33244 -> JT.NO.1D → JT.NO.1E -> JT.NO.1E → JT.NO.1F -> JT.NO.1F → JT.NO.1G -> JT.NO.1G → JT.NO.1 -> JT.NO.4 → JT.NO.5 -> SWNO_T22SA13 → JT.NO.1D,XLPE,3.0,Y,AL,HT22KV6908547195,AL,6000.0,6062,,TATA'S SAKI REC-STN,J. B. NAGAR RECEIVING STATION,45,33244,2014-04-12,22KV,41.800,36.720,59.613,54.792,78.200,59.867,9.607,15.929,46.500,54.111,45.692,37.964,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.000,0.000
T22SAK18,33243,5209.400,JT.NO.05 → JT.NO.04B -> JT.NO.05A → JT.NO.05C -> JT.NO.05B → JT.NO.05A -> JT.NO.05C → JT.NO.05D -> JT.NO.05D → JT.NO.05E -> JT.NO.05E → JT.NO.05F -> JT.NO.05F → JT.NO.05 -> JT.NO.06 → JT.NO.05B -> JT.NO.06A → JT.NO.06 -> JT.NO.07 → JT.NO.07B -> JT.NO.07A → JT.NO.06A -> JT.NO.07B → JT.NO.07A -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.09B -> JT.NO.1 → SWNO_33243 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.10B -> JT.NO.10B → JT.NO.10C -> JT.NO.10C → JT.NO.9D -> JT.NO.11 → JT.NO.11D -> JT.NO.11A → JT.NO.10 -> JT.NO.11B → JT.NO.11A -> JT.NO.11C → JT.NO.9C -> JT.NO.11D → JT.NO.11C -> JT.NO.11E → JT.NO.11 -> JT.NO.12 → JT.NO.11E -> JT.NO.12A → JT.NO.12 -> JT.NO.12B → JT.NO.12C -> JT.NO.12C → JT.NO.12A -> JT.NO.13 → JT.NO.12 -> JT.NO.13A → JT.NO.13B -> JT.NO.13B → JT.NO.13 -> JT.NO.13C → JT.NO.13A -> JT.NO.14 → JT.NO.13C -> JT.NO.15 → JT.NO.14 -> JT.NO.15A → JT.NO.15B -> JT.NO.15B → JT.NO.15C -> JT.NO.15C → JT.NO.15 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.15A -> JT.NO.16B → JT.NO.16 -> JT.NO.17 → JT.NO.16B -> JT.NO.17 → JT.NO.17B -> JT.NO.17A → JT.NO.17 -> JT.NO.17B → JT.NO.12B -> JT.NO.17D → JT.NO.17A -> JT.NO.1A → JT.NO.1 -> JT.NO.2 → JT.NO.1A -> JT.NO.2A → JT.NO.2 -> JT.NO.8 → JT.NO.7 -> JT.NO.9B → JT.NO.8 -> JT.NO.9C → JT.NO.9 -> JT.NO.9C → JT.NO.9D -> JT.NO.9D → JT.NO.11B -> JT.NO.9D → JT.NO.9C -> SWNO_T22SAK18 → JT.NO.17A -> SWNO_T22SAK18 → JT.NO.17D,XLPE,3.0,Y,AL,HT22KV6908547283,AL,2000.0,2023,ABANDONED,TATA'S SAKI REC-STN,J. B. NAGAR RECEIVING STATION,60,33243,2018-02-24,22KV,49.067,41.120,40.677,51.207,86.233,82.867,8.556,22.200,33.524,42.593,37.385,31.107,2.000,5.000,2.000,3.000,2.000,3.000,1.000,2.000,2.000,4.000,3.000,1.000
T22SAK19,1159,3364.411,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.19 -> JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → SWNO_01159 -> SWNO_T22SAK19 → JT.NO.01,PILC,3.0,Y,AL,HT22KV6908545627,AL,6000.0,6062,POTHEAD,TATA'S SAKI REC-STN,KURLA REC-STN,34,1159,2022-02-04,22KV,79.186,127.680,77.032,104.014,88.255,76.332,13.727,25.310,58.903,53.443,54.000,56.051,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000
T22SAK25,33064,5245.800,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.1A → JT.NO.1 -> JT.NO.2 → JT.NO.3 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.3 → JT.NO.4 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.4 → JT.NO.5 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → JT.NO.42 -> JT.NO.42 → SWNO_33064 -> JT.NO.5 → JT.NO.5A -> JT.NO.5A → JT.NO.5B -> JT.NO.5B → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10 -> SWNO_T22SAK25 → JT.NO.1A,XLPE,3.0,Y,AL,HT33KV6908545103,AL,6000.0,6062,,TATA'S SAKI REC-STN,CHAKALA REC-STN,45,33064,2011-03-09,22KV,63.217,61.932,69.319,113.113,71.478,78.314,10.269,35.092,67.711,56.718,56.664,48.351,5.000,6.000,5.000,4.000,3.000,5.000,2.000,2.000,4.000,5.000,4.000,5.000
T22SAKH5,33136,3046.942,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.08A -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 -> SWNO_T22SAKH5 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561QQL,AL,6000.0,6062,,TATA'S SAKI REC-STN,CHANDIVLI SRA REC-STN,23,33136,,22KV,85.085,64.695,78.880,71.437,78.687,75.254,10.438,28.012,66.509,61.396,56.084,65.328,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000
T22SAKOG03,1133,6564.693,JT.NO.08A → JT.NO.08D -> JT.NO.08D → JT.NO.8 -> JT.NO.09 → JT.NO.08A -> JT.NO.09A → JT.NO.9B -> JT.NO.0A → SWNO_01133 -> JT.NO.0B → JT.NO.0A -> JT.NO.0B → JT.NO.0B -> JT.NO.0C → JT.NO.0B -> JT.NO.0C → JT.NO.0C -> JT.NO.0F -> JT.NO.0F → JT.NO.0E -> JT.NO.0F → JT.NO.0F -> JT.NO.0G → JT.NO.0F -> JT.NO.0I → JT.NO.0H -> JT.NO.0I → JT.NO.0I -> JT.NO.0M -> JT.NO.0M → JT.NO.0M -> JT.NO.0N → JT.NO.27 -> JT.NO.10 → JT.NO.9A -> JT.NO.11 → JT.NO.10 -> JT.NO.12 → JT.NO.11 -> JT.NO.13 → JT.NO.12 -> JT.NO.13A → JT.NO.13 -> JT.NO.13B → JT.NO.13C -> JT.NO.13C -> JT.NO.13C → JT.NO.13D -> JT.NO.13D → JT.NO.13E -> JT.NO.13E → JT.NO.13A -> JT.NO.14A → JT.NO.14H -> JT.NO.14E → JT.NO.13B -> JT.NO.14H → JT.NO.14I -> JT.NO.14I → JT.NO.14E -> JT.NO.15B → JT.NO.14A -> JT.NO.16C → JT.NO.15B -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.16C -> JT.NO.17B → JT.NO.17 -> JT.NO.17C → JT.NO.17D -> JT.NO.18 → JT.NO.17C -> JT.NO.18A → JT.NO.18D -> JT.NO.18B → JT.NO.18A -> JT.NO.18C → JT.NO.18B -> JT.NO.18D → JT.NO.18 -> JT.NO.18E → JT.NO.18G -> JT.NO.18F → JT.NO.18E -> JT.NO.18G → JT.NO.18H -> JT.NO.18H → JT.NO.18C -> JT.NO.19 → JT.NO.18F -> JT.NO.19A → JT.NO.19E -> JT.NO.19C → JT.NO.19D -> JT.NO.19D → JT.NO.19G -> JT.NO.19E → JT.NO.19C -> JT.NO.19G → JT.NO.19 -> JT.NO.20 → JT.NO.19A -> JT.NO.20A → JT.NO.20C -> JT.NO.20C → JT.NO.20G -> JT.NO.20D → JT.NO.20F -> JT.NO.20E → JT.NO.20D -> JT.NO.20F → JT.NO.20A -> JT.NO.20G → JT.NO.20 -> JT.NO.21 → JT.NO.20E -> JT.NO.21A → JT.NO.21 -> JT.NO.22 → JT.NO.21A -> JT.NO.22 → JT.NO.22A -> JT.NO.23 → JT.NO.23A -> JT.NO.23A → JT.NO.23B -> JT.NO.23A → JT.NO.25 -> JT.NO.23B → JT.NO.24 -> JT.NO.23C → JT.NO.23D -> JT.NO.23D → JT.NO.23 -> JT.NO.24A → JT.NO.23A -> JT.NO.24B → JT.NO.24A -> JT.NO.24C → JT.NO.24D -> JT.NO.24D → JT.NO.24B -> JT.NO.25 → JT.NO.25A -> JT.NO.25A → JT.NO.22 -> JT.NO.26 → JT.NO.24C -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.0M -> JT.NO.8 → JT.NO.8B -> JT.NO.8B → JT.NO.13C -> JT.NO.9B → JT.NO.09 -> SWNO_T22SAKOG03 → JT.NO.26 -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT NO.17D TO JT NO 17B) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.C3 TO JT.NO.C2) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.D TO JT.NO.C3) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.E TO JT.NO.D) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.G2 TO JT.NO.F1) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.H TO JT.NO.G1) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.J1 TO JT.NO.J2) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.J2 TO JT.NO.J3) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.K TO JT.NO.K1) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.K1 TO JT.NO.K2) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.K2 TO JT.NO.K3) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.K3 TO JT.NO.J1) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.KK TO JT.NO.K) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.L TO JT.NO.L1) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.L1 TO JT.NO.L1A) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.L1A TO JT.NO.L1B) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.L1B TO JT.NO.L2) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.L2 TO JT.NO.L3) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.L3 TO JT.NO.KK) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.M2 TO JT.NO.M3) -> TATA'S SAKI REC-STN TO VILE PARLE REC-STN (JT.NO.M3 TO JT.NO.L),XLPE,3.0,Y,AL,HT33KV6908561LDR,AL,1000.0,1014,,TATA'S SAKI REC-STN,VILE-PARLE REC-STN,108,1133,2010-12-07,22KV,66.537,56.586,61.496,61.288,68.474,64.353,10.310,16.936,43.227,49.372,43.617,50.119,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,2.000
T22SAKOG09,33063,3702.500,JT.NO.01 → JT.NO.01E -> JT.NO.01A → JT.NO.01G -> JT.NO.01B → JT.NO.01F -> JT.NO.01C -> JT.NO.01D → JT.NO.01 -> JT.NO.01E → JT.NO.01C -> JT.NO.01F → JT.NO.01J -> JT.NO.01G → JT.NO.01H -> JT.NO.01H → JT.NO.01D -> JT.NO.01I → JT.NO.01A -> JT.NO.01J → JT.NO.01I -> JT.NO.03 → JT.NO.03C -> JT.NO.03A → JT.NO.03 -> JT.NO.03B → JT.NO.03A -> JT.NO.03C → JT.NO.02 -> JT.NO.05 → JT.NO.04 -> JT.NO.06 → JT.NO.05 -> JT.NO.06A → JT.NO.06 -> JT.NO.06B → JT.NO.06A -> JT.NO.08 → JT.NO.7A -> JT.NO.08A → JT.NO.08 -> JT.NO.09 → JT.NO.08A -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.10B -> JT.NO.10B → JT.NO.09 -> JT.NO.11 → JT.NO.10 -> JT.NO.12 → JT.NO.11 -> JT.NO.13 → JT.NO.12 -> JT.NO.14 → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.13 -> JT.NO.15 → JT.NO.14 -> JT.NO.16 → JT.NO.15 -> JT.NO.17 → JT.NO.16 -> JT.NO.18 → JT.NO.17 -> JT.NO.19 → JT.NO.18 -> JT.NO.2 → JT.NO.1B -> JT.NO.4 → JT.NO.3B -> JT.NO.6C → JT.NO.6D -> JT.NO.6D → JT.NO.6F -> JT.NO.6E → JT.NO.6C -> JT.NO.6F → JT.NO.6G -> JT.NO.6G → JT.NO.6B -> JT.NO.7 → JT.NO.07B -> JT.NO.7A → JT.NO.7 -> JT.NO.7B → JT.NO.6E -> SWNO_T22SAKOG09 → JT.NO.19,PILC,3.0,Y,AL,HT33KV6908561485,AL,2000.0,2023,,TATA'S SAKI REC-STN,M.I.D.C. REC-STN,47,33063,2015-12-15,22KV,73.774,76.180,79.986,98.781,114.861,94.286,12.791,29.998,83.196,82.808,76.155,69.813,5.000,2.000,5.000,5.000,2.000,4.000,1.000,1.000,2.000,7.000,5.000,4.000
T22SAKOG10,1289,3669.500,JT.NO.10 → JT.NO.10D -> JT.NO.10A → SWNO_01289 -> JT.NO.10B → JT.NO.10A -> JT.NO.10C → JT.NO.10 -> JT.NO.10D → JT.NO.10B -> JT.NO.10E → JT.NO.10F -> JT.NO.10F → JT.NO.10G -> JT.NO.10G → JT.NO.10C -> JT.NO.11 → JT.NO.10E -> JT.NO.11A → JT.NO.11B -> JT.NO.11B → JT.NO.11 -> JT.NO.12 → JT.NO.11A -> JT.NO.12A → JT.NO.12D -> JT.NO.12B → JT.NO.12C -> JT.NO.12C → JT.NO.12A -> JT.NO.12D → JT.NO.12 -> JT.NO.13 → JT.NO.13A -> JT.NO.13A → JT.NO.12B -> JT.NO.14 → JT.NO.14I -> JT.NO.14A → JT.NO.14 -> JT.NO.14B → JT.NO.14C -> JT.NO.14C → JT.NO.13 -> JT.NO.14H → JT.NO.17 -> JT.NO.14I → JT.NO.14B -> JT.NO.15 → JT.NO.14A -> JT.NO.16 → JT.NO.15 -> JT.NO.17 → JT.NO.17C -> JT.NO.17A → JT.NO.16 -> JT.NO.17C → JT.NO.17A -> JT.NO.18 → JT.NO.14H -> JT.NO.18A → JT.NO.18 -> JT.NO.19 → JT.NO.18A -> JT.NO.19A → JT.NO.19 -> JT.NO.19B → JT.NO.19A -> JT.NO.19F → JT.NO.19B -> JT.NO.20 → JT.NO.19F -> JT.NO.20A → JT.NO.20 -> JT.NO.21C → JT.NO.20A -> JT.NO.22 → JT.NO.21C -> JT.NO.23A → JT.NO.23C -> JT.NO.23C → JT.NO.23F -> JT.NO.23F → JT.NO.29A -> JT.NO.24 → JT.NO.23A -> JT.NO.25 → JT.NO.25B -> JT.NO.25A → JT.NO.24 -> JT.NO.25B → JT.NO.26K -> JT.NO.26 → JT.NO.26A -> JT.NO.26A → JT.NO.26A -> JT.NO.26A → JT.NO.26D -> JT.NO.26C → JT.NO.25 -> JT.NO.26D → JT.NO.26E -> JT.NO.26E → JT.NO.26F -> JT.NO.26F → JT.NO.26G -> JT.NO.26G → JT.NO.26H -> JT.NO.26H → JT.NO.26I -> JT.NO.26I → JT.NO.26J -> JT.NO.26J → JT.NO.26C -> JT.NO.26K → JT.NO.26L -> JT.NO.26L → JT.NO.27A -> JT.NO.27A → JT.NO.25A -> JT.NO.29 → JT.NO.26 -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.22 -> SWNO_T22SAKOG10 → JT.NO.29,XLPE,3.0,Y,AL,HT22KV6908547109,AL,6000.0,6062,,TATA'S SAKI REC-STN,CHAKALA REC-STN,65,1289,2017-05-21,22KV,91.537,88.526,102.378,85.834,121.611,102.136,20.564,42.299,88.795,98.729,86.349,67.686,4.000,3.000,5.000,4.000,3.000,4.000,2.000,1.000,2.000,5.000,4.000,3.000
T22SAKOG23,33061,3261.843,JT.NO.07 → JT.NO.07C -> JT.NO.07A → JT.NO.07 -> JT.NO.07B → JT.NO.07A -> JT.NO.07C -> JT.NO.08 → JT.NO.07B -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.08 -> JT.NO.09 → JT.NO.8A -> JT.NO.09A → JT.NO.09 -> JT.NO.10 → JT.NO.9A -> JT.NO.10A → JT.NO.10 -> JT.NO.12 → JT.NO.12A -> JT.NO.12A → JT.NO.12B -> JT.NO.12B → JT.NO.12C -> JT.NO.12C → JT.NO.10A -> JT.NO.13 → JT.NO.12 -> JT.NO.14 → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.13 -> JT.NO.15 → JT.NO.14 -> JT.NO.16 → JT.NO.15 -> JT.NO.6 -> JT.NO.6 → JT.NO.6A -> JT.NO.6A -> SWNO_33061 -> SWNO_T22SAKOG23 → JT.NO.16 -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.A1 TO JT.NO.A) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.A2 TO JT.NO.A1) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.B TO JT.NO.B1) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.B1 TO JT.NO.B2) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.B2 TO JT.NO.A2) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.C TO JT.NO.B) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.D TO JT.NO.C) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.E TO JT.NO.D) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.F1 TO JT.NO.F),PILC,3.0,Y,AL,HT33KV6908561484,AL,2000.0,2023,,TATA'S SAKI REC-STN,M.I.D.C. REC-STN,36,33061,2023-09-10,22KV,37.921,38.610,44.847,26.397,38.004,46.306,8.008,19.253,37.925,43.050,41.326,33.453,5.000,4.000,4.000,3.000,5.000,5.000,1.000,1.000,3.000,7.000,5.000,5.000
T22SAKOG26,33137,3025.082,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11T → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 -> SWNO_T22SA29 → JT.NO.01,XLPE,3.0,Y,AL,HT22KV6908545970,AL,6000.0,6062,,TATA'S SAKI REC-STN,CHANDIVLI SRA REC-STN,21,33137,,22KV,88.718,65.771,94.861,71.935,73.937,62.957,13.141,33.015,77.395,68.178,64.342,64.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
T22VIK0203,1171,2857.900,JT.NO.12 → JT.NO.12A -> JT.NO.12A → JT.NO.12B -> JT.NO.12B → JT.NO.12C -> JT.NO.12C → JT.NO.12D -> JT.NO.12D → JT.NO.12E -> JT.NO.12E → JT.NO.12F -> JT.NO.12F → JT.NO.12C -> JT.NO.12G → JT.NO.12H -> JT.NO.12H → JT.NO.12J -> JT.NO.12J → JT.NO.12K -> JT.NO.12K → JT.NO.12M -> JT.NO.12M → SWNO_01171 -> SWNO_T22VIK0203 → JT.NO.12,XLPE,3.0,Y,AL,,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,VIKHROLI REC-STN,13,1171,2020-05-27,22KV,47.679,41.941,50.815,67.680,60.398,58.868,12.240,20.487,44.951,42.464,42.668,39.695,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000
T22VIK0203,33214,1560.688,JT.NO.01 → JT.NO.02 -> JT.NO.01A → JT.NO.01 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → SWNO_33214 -> SWNO_T22VIK0203 → JT.NO.01A,XLPE,3.0,Y,AL,HT33KV6908545739,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,NATWAR PAREKH REC-STN,11,33214,2022-05-03,22KV,49.741,46.380,47.930,56.164,69.659,60.924,8.082,17.387,35.092,36.215,32.490,32.922,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
