SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS_x,DESTINATION_SS_x,COMMISSIONEDDATE,NO_OF_SEGMENT,SWNO,VOLTAGE,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12,Num_Faults,SWITCH_NO,SOURCE_SS_y,FAULT_FROM_SWITCH,DESTINATION_SS_y,FAULT_TO_SWITCH,FAULT_VOLTAGE,FAULT_DIVISION,FAULT_TIME_DIFFERENCE_HOURS_AVG,FAULT_LATEST_OUTAGE_TIME
33224,33362,572.008,JT.NO.07 -> JT.NO.07 → SWNO_33224 -> JT.NO.09 → JT.NO.08 -> JT.NO.10 → JT.NO.09 -> JT.NO.11A → JT.NO.16 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.10,XLPE,3.0,Y,AL,HT33KV6908544749,AL,2000.0,2023,,MAROL REC-STN,NETMAGIC DC-9 NO 1 BUS 1 DSS,2024-03-15 00:00:00+00:00,8,33362,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
33235,33273,2202.800,JT.NO.33 → JT.NO.66 -> JT.NO.64 → SWNO_33273 -> JT.NO.65 → JT.NO.64 -> JT.NO.66 → JT.NO.65 -> JT.NO.67 → JT.NO.33 -> JT.NO.68 → JT.NO.67 -> JT.NO.69 → JT.NO.68 -> JT.NO.70 → JT.NO.69 -> JT.NO.71 → JT.NO.70 -> JT.NO.71A → JT.NO.71 -> JT.NO.71B → JT.NO.71A -> JT.NO.71C → JT.NO.71B -> JT.NO.71D → JT.NO.71C -> JT.NO.71E → JT.NO.71D -> JT.NO.71F → JT.NO.71E -> JT.NO.71G → JT.NO.71F -> SWNO_33235 → JT.NO.71G,XLPE,3.0,Y,AL,HT33KV6908561OP2,AL,1000.0,1011,,PALI REC-STN,KHAR REC-STN,2018-01-08 00:00:00+00:00,17,33273,33KV,49.954,57.862,64.446,64.382,55.800,53.560,61.975,65.500,58.340,60.280,53.736,55.938,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,6,T33DHAOG7H09,TATA S DHARAVI REC-STN,T33DHAOG7H09,KHAR REC-STN,33273,33KV,VANDRE,2.548,2023-06-11 02:07:00
33258,33218,667.100,JT.NO.53 → JT.NO.54 -> JT.NO.54 → JT.NO.54A -> JT.NO.54A → JT.NO.55 -> JT.NO.55 → JT.NO.56 -> JT.NO.56 → SWNO_33218 -> SWNO_33258 → JT.NO.53,XLPE,3.0,Y,AL,HT33KV6908561L2V,AL,1000.0,1013,,RIL REC-STN,GODREJ BKC REC-STN,2018-12-17 00:00:00+00:00,6,33218,33KV,44.882,52.163,50.406,65.315,65.100,58.731,18.901,29.219,46.375,60.285,48.638,42.990,7.000,8.000,9.000,6.000,5.000,6.000,3.000,2.000,4.000,5.000,5.000,9.000,1,33258,RIL REC-STN,33258,GODREJ BKC REC-STN,33218,33KV,VANDRE,0.577,2022-08-12 21:03:00
33266,33219,664.300,JT.NO.31 → SWNO_33219 -> JT.NO.31A → JT.NO.31 -> JT.NO.31B → JT.NO.31A -> JT.NO.32 → JT.NO.31B -> JT.NO.34 → JT.NO.34A -> JT.NO.34A → JT.NO.34B -> JT.NO.34B → JT.NO.32 -> JT.NO.35 → JT.NO.34 -> SWNO_33266 → JT.NO.35,XLPE,3.0,Y,AL,HT33KV6908561L2V,AL,1000.0,1013,,RIL REC-STN,GODREJ BKC REC-STN,2018-12-12 00:00:00+00:00,9,33219,33KV,54.597,59.889,52.206,62.734,71.743,67.054,23.826,31.267,55.063,64.619,50.753,49.456,5.000,6.000,10.000,6.000,5.000,6.000,4.000,2.000,5.000,6.000,4.000,6.000,0,,,,,,,,,
33268,33254,20.000,SWNO_33268 → SWNO_33254,XLPE,3.0,Y,AL,,AL,1000.0,1013,INTERLINK,RIL REC-STN,RIL REC-STN,2018-12-19 00:00:00+00:00,1,33254,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
33279,33096,811.609,JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 -> SWNO_33279 → JT.NO.07,XLPE,3.0,Y,AL,,AL,3000.0,3033,DISCONNECTED,NESCO RECEIVING STATION,NIRLON REC-STN,2019-08-08 00:00:00+00:00,7,33096,22KV,89.776,80.423,102.466,99.523,100.491,101.902,6.700,28.595,31.240,45.037,37.676,77.495,4.000,2.000,5.000,4.000,4.000,3.000,1.000,2.000,1.000,1.000,1.000,0.000,3,220GOR14 | 220GORE14,220KV GOREGAON REC-STN,220GOR14 | 220GORE14,NIRLON REC-STN,33096,33KV,MALAD,1.062,2021-12-06 06:09:00
33279,33096,811.609,JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 -> SWNO_33279 → JT.NO.07,XLPE,3.0,Y,AL,,AL,3000.0,3033,DISCONNECTED,NESCO RECEIVING STATION,NIRLON REC-STN,2019-08-08 00:00:00+00:00,7,33096,33KV,91.450,90.243,92.943,105.816,90.271,97.339,124.932,87.982,93.884,97.419,97.845,93.959,3.000,4.000,5.000,2.000,1.000,1.000,1.000,1.000,3.000,4.000,2.000,5.000,3,220GOR14 | 220GORE14,220KV GOREGAON REC-STN,220GOR14 | 220GORE14,NIRLON REC-STN,33096,33KV,MALAD,1.062,2021-12-06 06:09:00
33348,33349,100.000,SWNO_33348,XLPE,3.0,Y,AL,,AL,2000.0,2023,,MIAL T-2 DSS REC-STN,MIAL T-2 DSS REC-STN,,1,33349,33KV,30.271,25.523,28.143,29.193,30.363,32.264,7.685,13.243,20.948,21.713,23.164,28.278,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0,,,,,,,,,
33352,33298,18.000,,XLPE,1.0,Y,AL,,AL,6000.0,6062,,NAHAR SHAKTI REC-STN,NAHAR SHAKTI REC-STN,2024-08-17 00:00:00+00:00,0,33298,33KV,31.776,39.799,32.209,39.012,38.765,33.688,11.358,20.724,24.546,27.410,38.023,26.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0,,,,,,,,,
33361,33371,31.628,SWNO_33361 → SWNO_33371,XLPE,3.0,Y,AL,,AL,6000.0,6062,,NETMAGIC DC-9 NO 1 RECEIVING STATIO,NETMAGIC DC-9 NO 2 BUS 1 DSS,2023-09-29 00:00:00+00:00,1,33371,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
33368,33375,80.000,SWNO_33368 → SWNO_33375,XLPE,3.0,Y,AL,,AL,6000.0,6062,,NETMAGIC DC-9 NO 1 BUS 2 DSS,1S-MH-MU-ZET-RSTN-NET2,,1,33375,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
PT,1143,100.000,DAHISAR REC-STN 01143 TO P.T.(10 MVA NO.1),XLPE,3.0,Y,AL,HT22KV6908561L2C,AL,4000.0,4043,,DAHISAR REC-STN,DAHISAR REC-STN,,1,1143,22KV,59.854,55.424,57.358,62.311,71.328,58.148,15.650,24.662,49.885,53.401,52.417,57.531,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3,T22BOROG19 | 11 | T22BOR11,TATA S BORIVALI REC-STN | TATAS BORIVALI REC-STN,T22BOROG19 | T22BOR11,DAHISAR REC-STN,01143,22KV,BORIWALI,0.033,2023-05-30 17:53:00
PT,33043,100.000,MIRA REC-STN 33043 TO P.T.(20 MVA NO.1),XLPE,3.0,Y,AL,HT33KV0000025670,AL,5000.0,5052,,MIRA REC-STN,MIRA REC-STN,,1,33043,33KV,66.693,60.946,67.398,76.239,83.160,73.115,23.164,37.757,62.822,59.037,54.078,56.086,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,2,220GHO46,220KV GHODBUNDER REC-STN,220GHO46,MIRA REC-STN,33043,33KV,MIRABHAINDER,0.624,2023-07-03 12:01:00
PT,33047,100.000,220kv BORIVALI REC-STN 33047 TO P.T.(10 MVA NO.1),PILC,3.0,Y,AL,,AL,4000.0,4043,,BORIVALI REC-STN,BORIVALI REC-STN,,1,33047,22KV,70.459,63.242,70.231,77.516,81.108,68.468,18.705,37.367,58.822,67.016,63.104,60.221,2.000,4.000,7.000,4.000,1.000,3.000,2.000,3.000,2.000,6.000,4.000,2.000,0,,,,,,,,,
PT,33059,100.000,DAHISAR REC-STN 33059 TO P.T.(20 MVA NO.1),XLPE,3.0,Y,AL,HT33KV0000025679,AL,4000.0,4043,,DAHISAR REC-STN,DAHISAR REC-STN,,1,33059,33KV,79.949,77.609,68.848,66.057,73.687,88.385,24.138,38.867,59.854,59.862,55.466,64.850,2.000,2.000,4.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,6,220GHO61 | 220GHO04 | 220GHO04A,220KV GHODBUNDER REC-STN,220GHO61 | 220GHO04,DAHISAR REC-STN,33059,33KV,BORIWALI,0.589,2023-12-30 14:06:00
PT,33087,100.000,BHAYANDAR(W) REC STN 33087 TO PT (20MVA NO.1),XLPE,3.0,Y,AL,HT33KV0000025419,AL,5000.0,5051,,BHAYANDAR WEST REC-STN,BHAYANDAR WEST REC-STN,,1,33087,33KV,84.985,85.986,74.576,86.229,99.368,80.492,26.660,44.215,72.788,71.364,66.303,68.798,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9,220GHO17 | 220GHO56 | 33087,220KV GHODBUNDER REC-STN,220GHO17 | 220GHO56,BHAYANDAR WEST REC-STN,33087,33KV,BORIWALI | MIRABHAINDER,0.356,2023-04-11 21:01:00
PT,33093,100.000,MIRA REC-STN 33093 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908561ODA,AL,5000.0,5052,,MIRA REC-STN,MIRA REC-STN,,1,33093,33KV,53.404,53.638,61.331,59.700,62.822,51.298,15.471,29.772,49.148,42.755,40.557,44.664,5.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,2,220GHO27 | 220GHO42,220KV GHODBUNDER REC-STN,220GHO27 | 220GHO42,MIRA REC-STN,33093,33KV,BORIWALI | MIRABHAINDER,0.059,2022-01-05 13:36:20
PT,33101,100.000,DEVIDAS LANE REC STN 33101 TO PT ( 20MVA NO.1),XLPE,3.0,Y,AL,HT33KV6908549489,AL,4000.0,4042,,DEVIDAS LANE REC-STN,DEVIDAS LANE REC-STN,,1,33101,33KV,38.400,38.512,45.547,45.966,66.423,92.281,19.849,28.414,42.444,40.580,34.826,49.445,1.000,0.000,2.000,1.000,2.000,4.000,2.000,2.000,1.000,3.000,0.000,3.000,10,220GHO12 | 220GHO71,220KV GHODBUNDER REC-STN,220GHO12 | 220GHO71,DEVIDAS LANE REC-STN,33101,33KV,BORIWALI,15.083,2023-07-11 16:48:00
PT,33102,100.000,DEVIDAS LANE REC-STN 33102 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908549711,AL,4000.0,4042,,DEVIDAS LANE REC-STN,DEVIDAS LANE REC-STN,,1,33102,33KV,82.922,81.260,74.671,85.935,96.902,100.743,30.357,49.684,69.390,68.579,67.761,75.023,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4,220GOI08 | 220GOI12,220KV GORAI REC-STN,220GOI08 | 220GOI12,DEVIDAS LANE REC-STN,33102,33KV,BORIWALI,3.509,2023-08-30 20:04:00
PT,33176,100.000,SHANTI STAR MIRA REC-STN 33176 TO PT ( 20MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908549489,AL,5000.0,5052,,SHANTI STAR MIRA REC-STN,SHANTI STAR MIRA REC-STN,,1,33176,33KV,82.459,81.851,69.048,93.469,95.702,88.514,25.055,43.649,61.732,74.366,57.691,63.338,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1,220GHO47,220KV GHODBUNDER REC-STN,220GHO47,SHANTI STAR MIRA REC-STN,33176,33KV,MIRABHAINDER,0.371,2022-02-25 20:20:00
PT,33181,100.000,DEVIDAS LANE REC-STN 33181 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908549711,AL,4000.0,4042,,DEVIDAS LANE REC-STN,DEVIDAS LANE REC-STN,,1,33181,33KV,99.496,111.315,109.755,112.577,445.794,104.797,36.655,59.152,96.002,99.291,97.313,101.285,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10,220GHO27 | 220GHO35,220KV GHODBUNDER REC-STN,220GHO27 | 220GHO35,DEVIDAS LANE REC-STN,33181,33KV,BORIWALI,0.734,2023-05-18 17:25:00
PT,33196,100.000,KANAKIA CCI REC-STN TO PT (10 MVA NO.3),PILC,1.0,Y,AL,,AL,4000.0,4043,,KANAKIA CCI REC-STN,KANAKIA CCI REC-STN,,1,33196,22KV,36.603,25.158,34.294,56.339,39.879,25.383,6.960,13.111,26.369,26.277,25.593,26.837,3.000,2.000,1.000,2.000,1.000,1.000,2.000,0.000,2.000,2.000,2.000,3.000,0,,,,,,,,,
PT,33213,100.000,DAHISAR REC-STN 33213 TO PT(20.MVA.2),XLPE,3.0,Y,AL,HT33KV6908561POM,AL,4000.0,4043,,DAHISAR REC-STN,DAHISAR REC-STN,,1,33213,33KV,75.686,79.365,76.025,80.317,95.290,92.079,23.693,38.988,68.646,63.180,54.493,65.303,1.000,2.000,2.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,2,220BOR24,220KV BORIVALI REC-STN,220BOR24,DAHISAR REC-STN,33213,33KV,BORIWALI,38.443,2023-07-25 12:53:00
PT,33229,4.211,RAVI MHADA REC-STN TO P.T.(20MVA NO.1),XLPE,3.0,Y,AL,,AL,5000.0,5052,,RAVI MHADA REC-STN,RAVI MHADA REC-STN,,1,33229,33KV,50.890,49.438,57.343,76.234,91.853,81.162,21.048,33.793,57.029,72.863,51.848,57.956,5.000,5.000,2.000,1.000,1.000,1.000,2.000,2.000,1.000,2.000,0.000,1.000,1,49,220KV GHODBUNDER REC-STN,220GHO49,RAVI MHADA REC-STN,33229,33KV,BORIWALI,0.017,2017-07-17 17:00:00
PT,33230,7.680,RAVI MHADA REC-STN TO P.T.(16MVA NO.1),XLPE,3.0,Y,AL,,AL,5000.0,5052,,RAVI MHADA REC-STN,RAVI MHADA REC-STN,,1,33230,33KV,27.520,29.719,34.262,44.540,52.230,46.730,8.090,12.109,12.055,8.251,9.736,12.261,3.000,2.000,2.000,1.000,1.000,1.000,3.000,3.000,1.000,1.000,3.000,2.000,10,220GHO25 | 220GHO66 | 220GHO07,220KV GHODBUNDER REC-STN,220GHO25 | 220GHO66 | 220GHO07,RAVI MHADA REC-STN,33230,33KV,BORIWALI | MIRABHAINDER,0.958,2023-08-11 16:08:00
PT,33231,100.000,SADGURU REC-STN TO P.T.(20MVA NO.1),XLPE,3.0,Y,AL,,AL,5000.0,5053,,SADGURU REC-STN,SADGURU REC-STN,,1,33231,33KV,80.000,77.878,73.926,89.692,112.765,99.000,28.364,42.300,69.185,96.176,62.968,71.118,1.000,2.000,2.000,0.000,1.000,0.000,1.000,1.000,0.000,2.000,1.000,0.000,0,,,,,,,,,
PT,33289,100.000,BHAYANDAR(W) REC STN 33087 TO PT (20MVA NO.3),XLPE,3.0,Y,AL,HT33KV0000025419,AL,5000.0,5051,,BHAYANDAR WEST REC-STN,BHAYANDAR WEST REC-STN,,1,33289,33KV,58.686,60.592,59.259,86.653,109.261,84.401,22.678,38.526,53.967,60.383,47.782,47.634,3.000,2.000,0.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,2.000,2.000,4,220GHO44 | 33087,220KV GHODBUNDER REC-STN,220GHO44 | 220GHO56,BHAYANDAR WEST REC-STN,33289,33KV,BORIWALI | MIRABHAINDER,0.647,2023-05-22 00:37:00
PT,33290,100.000,VINAMRA REC-STN 33290 TO P.T.(20 MVA NO.1),XLPE,3.0,Y,AL,HT33KV6908561ODA,AL,5000.0,5053,,VINAMRA REC-STN,VINAMRA REC-STN,,1,33290,33KV,50.284,39.623,40.233,79.214,82.741,72.751,16.415,27.869,43.194,50.632,41.958,40.837,1.000,2.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,2.000,1,220GHO45,220KV GHODBUNDER REC-STN,220GHO45,VINAMRA REC-STN,33290,33KV,BORIWALI,0.429,2021-04-01 16:00:00
PT,33291,100.000,VINAMRA REC-STN 33291 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908561ODA,AL,5000.0,5053,,VINAMRA REC-STN,VINAMRA REC-STN,,1,33291,33KV,55.414,54.248,59.056,79.001,95.198,87.817,20.387,35.532,52.926,62.958,45.827,46.916,3.000,2.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,3.000,0,,,,,,,,,
PT,33299,100.000,DAHISAR WEST REC-STN 33299 TO PT ( 20MVA NO.1),XLPE,3.0,Y,AL,HT33KV6908549489,AL,4000.0,4042,,DAHISAR WEST REC-STN,DAHISAR WEST REC-STN,,1,33299,33KV,45.549,43.445,43.272,52.916,76.374,160.620,19.718,31.298,44.069,46.628,44.450,43.092,2.000,1.000,1.000,1.000,2.000,3.000,3.000,3.000,1.000,1.000,3.000,1.000,2,220GHO24,220KV GHODBUNDER REC-STN,220GHO24,DAHISAR WEST REC-STN,33299,33KV,BORIWALI,0.187,2023-02-02 01:13:24
PT,33300,100.000,DAHISAR WEST REC-STN 33300 TO PT ( 20MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908549489,AL,4000.0,4042,,DAHISAR WEST REC-STN,DAHISAR WEST REC-STN,,1,33300,33KV,70.869,74.860,82.828,97.526,115.985,92.235,25.399,39.280,70.410,69.613,57.126,57.548,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,2.000,4,220GOI08 | 220GOI12 | 220GOI25,220KV GORAI REC-STN,220GOI25 | 220GOI12,DAHISAR WEST REC-STN,33300,33KV,BORIWALI,1.908,2023-07-13 02:44:00
PT,33322,100.000,SHIMPOLI REC-STN 33322 TO P.T.(10 MVA NO.1),PILC,3.0,Y,AL,,AL,4000.0,4042,,SHIMPOLI REC-STN,SHIMPOLI REC-STN,,1,33322,22KV,101.805,79.510,86.191,91.647,104.950,85.892,29.043,47.023,79.776,87.333,81.915,71.859,1.000,0.000,1.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,
PT,33323,100.000,SHIMPOLI REC-STN 33323 TO P.T.(10 MVA NO.2),PILC,3.0,Y,AL,,AL,4000.0,4042,,SHIMPOLI REC-STN,SHIMPOLI REC-STN,,1,33323,22KV,73.985,81.974,70.999,80.628,92.964,74.628,19.340,32.578,68.748,67.816,59.220,51.014,0.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,2,T22BOROG26,TATA S BORIVALI REC-STN,T22BOROG26,SHIMPOLI REC-STN,33323,22KV,BORIWALI,1.404,2023-04-10 16:08:00
PT,33339,100.000,VAZIRA REC-STN 33339 TO P.T.(20 MVA NO.1),XLPE,3.0,Y,AL,HT33KV0000025679,AL,4000.0,4043,,VAZIRA REC-STN,VAZIRA REC-STN,,1,33339,33KV,79.977,76.376,74.574,135.075,103.600,114.324,52.640,46.603,73.180,75.614,64.398,67.318,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,
PT,33340,100.000,VAZIRA REC-STN 33340 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV0000025679,AL,4000.0,4043,,VAZIRA REC-STN,VAZIRA REC-STN,,1,33340,33KV,126.573,82.007,82.777,93.215,105.814,125.434,30.697,97.304,79.090,84.424,75.424,84.643,1.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1,220GOI19,220KV GORAI REC-STN,220GOI19,VAZIRA REC-STN,33340,33KV,BORIWALI,1.177,2023-05-25 03:26:00
T22BOR02,33096,6099.910,GANTRY(INSIDE BORIVLI R/S) TO TATA BORIVLI R/S PH -> JT.NO.01 -> JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.01B -> JT.NO.01B → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.04B -> JT.NO.04B → JT.NO.04C -> JT.NO.04C → JT.NO.04D -> JT.NO.04D → JT.NO.04E -> JT.NO.04E → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.07B -> JT.NO.07B → JT.NO.07C -> JT.NO.07C → JT.NO.08 -> JT.NO.08 → JT.NO.08A -> JT.NO.08A → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.0C -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12C -> JT.NO.12 → JT.NO.13 -> JT.NO.12A → JT.NO.12 -> JT.NO.12B → JT.NO.12A -> JT.NO.12C → JT.NO.12B -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19A -> JT.NO.19 → JT.NO.20 -> JT.NO.19A → JT.NO.19 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.26C -> JT.NO.26C → JT.NO.26D -> JT.NO.26C → JT.NO.26E -> JT.NO.26E → JT.NO.27C -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.27B -> JT.NO.27B → JT.NO.28 -> JT.NO.27C → JT.NO.27D -> JT.NO.27D → JT.NO.27 -> JT.NO.28 → JT.NO.28A -> JT.NO.28A → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.31A -> JT.NO.31A → JT.NO.32 -> TATA'S BORIVALI REC-STN TO NIRLON REC-STN (SWNO.T22BO02 TO JT.NO.C),PILC,3.0,Y,AL,,AL,4000.0,4043,ABANDONED,TATA'S BORIVALI REC-STN,NIRLON REC-STN,,64,33096,22KV,89.776,80.423,102.466,99.523,100.491,101.902,6.700,28.595,31.240,45.037,37.676,77.495,4.000,2.000,5.000,4.000,4.000,3.000,1.000,2.000,1.000,1.000,1.000,0.000,3,220GOR14 | 220GORE14,220KV GOREGAON REC-STN,220GOR14 | 220GORE14,NIRLON REC-STN,33096,33KV,MALAD,1.062,2021-12-06 06:09:00
T22BOR02,33096,6099.910,GANTRY(INSIDE BORIVLI R/S) TO TATA BORIVLI R/S PH -> JT.NO.01 -> JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.01B -> JT.NO.01B → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.04B -> JT.NO.04B → JT.NO.04C -> JT.NO.04C → JT.NO.04D -> JT.NO.04D → JT.NO.04E -> JT.NO.04E → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.07B -> JT.NO.07B → JT.NO.07C -> JT.NO.07C → JT.NO.08 -> JT.NO.08 → JT.NO.08A -> JT.NO.08A → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.0C -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12C -> JT.NO.12 → JT.NO.13 -> JT.NO.12A → JT.NO.12 -> JT.NO.12B → JT.NO.12A -> JT.NO.12C → JT.NO.12B -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19A -> JT.NO.19 → JT.NO.20 -> JT.NO.19A → JT.NO.19 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.26C -> JT.NO.26C → JT.NO.26D -> JT.NO.26C → JT.NO.26E -> JT.NO.26E → JT.NO.27C -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.27B -> JT.NO.27B → JT.NO.28 -> JT.NO.27C → JT.NO.27D -> JT.NO.27D → JT.NO.27 -> JT.NO.28 → JT.NO.28A -> JT.NO.28A → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.31A -> JT.NO.31A → JT.NO.32 -> TATA'S BORIVALI REC-STN TO NIRLON REC-STN (SWNO.T22BO02 TO JT.NO.C),PILC,3.0,Y,AL,,AL,4000.0,4043,ABANDONED,TATA'S BORIVALI REC-STN,NIRLON REC-STN,,64,33096,33KV,91.450,90.243,92.943,105.816,90.271,97.339,124.932,87.982,93.884,97.419,97.845,93.959,3.000,4.000,5.000,2.000,1.000,1.000,1.000,1.000,3.000,4.000,2.000,5.000,3,220GOR14 | 220GORE14,220KV GOREGAON REC-STN,220GOR14 | 220GORE14,NIRLON REC-STN,33096,33KV,MALAD,1.062,2021-12-06 06:09:00
T22BOR03,33093,6079.000,TATA'S BORIVALI REC-STN TO MIRA REC-STN (ABDENDED),PILC,3.0,Y,AL,HT22KV6908561QBI,AL,4000.0,5052,ABANDONED,TATA'S BORIVALI REC-STN,MIRA REC-STN,,1,33093,33KV,53.404,53.638,61.331,59.700,62.822,51.298,15.471,29.772,49.148,42.755,40.557,44.664,5.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,2,220GHO27 | 220GHO42,220KV GHODBUNDER REC-STN,220GHO27 | 220GHO42,MIRA REC-STN,33093,33KV,BORIWALI | MIRABHAINDER,0.059,2022-01-05 13:36:20
